"B17001C_001E","B17001C_001M","B17001C_002E","B17001C_002M","B17001C_003E","B17001C_003M","B17001C_004E","B17001C_004M","B17001C_005E","B17001C_005M","B17001C_006E","B17001C_006M","B17001C_007E","B17001C_007M","B17001C_008E","B17001C_008M","B17001C_009E","B17001C_009M","B17001C_010E","B17001C_010M","B17001C_011E","B17001C_011M","B17001C_012E","B17001C_012M","B17001C_013E","B17001C_013M","B17001C_014E","B17001C_014M","B17001C_015E","B17001C_015M","B17001C_016E","B17001C_016M","B17001C_017E","B17001C_017M","B17001C_018E","B17001C_018M","B17001C_019E","B17001C_019M","B17001C_020E","B17001C_020M","B17001C_021E","B17001C_021M","B17001C_022E","B17001C_022M","B17001C_023E","B17001C_023M","B17001C_024E","B17001C_024M","B17001C_025E","B17001C_025M","B17001C_026E","B17001C_026M","B17001C_027E","B17001C_027M","B17001C_028E","B17001C_028M","B17001C_029E","B17001C_029M","B17001C_030E","B17001C_030M","B17001C_031E","B17001C_031M","B17001C_032E","B17001C_032M","B17001C_033E","B17001C_033M","B17001C_034E","B17001C_034M","B17001C_035E","B17001C_035M","B17001C_036E","B17001C_036M","B17001C_037E","B17001C_037M","B17001C_038E","B17001C_038M","B17001C_039E","B17001C_039M","B17001C_040E","B17001C_040M","B17001C_041E","B17001C_041M","B17001C_042E","B17001C_042M","B17001C_043E","B17001C_043M","B17001C_044E","B17001C_044M","B17001C_045E","B17001C_045M","B17001C_046E","B17001C_046M","B17001C_047E","B17001C_047M","B17001C_048E","B17001C_048M","B17001C_049E","B17001C_049M","B17001C_050E","B17001C_050M","B17001C_051E","B17001C_051M","B17001C_052E","B17001C_052M","B17001C_053E","B17001C_053M","B17001C_054E","B17001C_054M","B17001C_055E","B17001C_055M","B17001C_056E","B17001C_056M","B17001C_057E","B17001C_057M","B17001C_058E","B17001C_058M","B17001C_059E","B17001C_059M","GEO_ID","NAME"
"295","198","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","295","198","217","167","0","29","0","29","15","29","0","29","0","29","0","29","0","29","0","29","22","26","127","136","1","5","52","70","0","29","78","80","0","29","0","29","35","41","0","29","0","29","0","29","30","46","0","29","12","21","0","29","1","2","0","29","0","29","0500000US01043","Cullman County, Alabama"
"413","148","53","55","6","11","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","6","11","0","26","0","26","0","26","47","53","0","26","0","26","0","26","0","26","0","26","0","26","0","26","32","44","0","26","0","26","15","26","0","26","0","26","360","137","192","102","11","17","0","26","29","39","18","27","0","26","18","27","14","21","15","29","43","30","17","16","7","12","20","31","0","26","168","91","30","54","0","26","4","6","13","22","0","26","13","22","9","16","0","26","12","20","27","38","0","26","60","52","0","26","0500000US01045","Dale County, Alabama"
"48","67","43","63","17","23","0","26","0","26","0","26","0","26","15","23","0","26","0","26","0","26","2","5","0","26","0","26","0","26","0","26","26","40","0","26","0","26","0","26","0","26","0","26","0","26","14","22","0","26","0","26","0","26","2","4","10","16","0","26","5","10","5","10","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","5","10","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US01047","Dallas County, Alabama"
"850","260","209","155","77","77","0","29","0","29","14","26","0","29","0","29","0","29","0","29","0","29","12","23","0","29","46","62","5","10","0","29","132","112","9","18","0","29","70","84","0","29","0","29","0","29","0","29","35","44","5","13","6","10","0","29","7","10","0","29","641","244","224","112","17","33","0","29","0","29","0","29","0","29","22","24","0","29","93","77","11","14","32","41","31","32","6","14","12","22","417","181","0","29","0","29","56","72","0","29","2","4","0","29","43","55","57","67","12","15","98","55","142","88","7","11","0","29","0500000US01049","DeKalb County, Alabama"
"165","103","6","10","3","5","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","3","5","0","29","0","29","3","5","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","3","5","0","29","159","102","89","70","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","33","35","40","63","16","27","70","69","0","29","0","29","0","29","0","29","0","29","0","29","0","29","46","62","7","14","0","29","17","22","0","29","0","29","0500000US01051","Elmore County, Alabama"
"1391","91","359","112","127","67","12","11","1","4","6","10","0","26","0","26","0","26","7","8","21","28","19","23","10","12","0","26","51","49","0","26","232","92","27","26","0","26","18","20","0","26","0","26","2","5","20","14","94","56","6","7","9","16","42","42","9","12","5","10","1032","116","538","83","28","26","1","4","58","20","25","20","3","7","0","26","74","45","152","86","23","27","52","45","14","20","11","14","97","47","494","98","29","32","0","26","27","16","37","22","17","17","45","15","24","41","49","42","77","44","30","22","41","50","96","56","22","31","0500000US01053","Escambia County, Alabama"
"529","171","292","152","141","100","0","29","0","29","0","29","50","41","0","29","0","29","0","29","0","29","66","81","25","29","0","29","0","29","0","29","151","87","17","14","0","29","14","11","67","62","14","11","14","10","14","13","0","29","11","9","0","29","0","29","0","29","0","29","237","110","81","43","22","27","0","29","0","29","7","6","0","29","0","29","0","29","4","9","0","29","0","29","18","20","18","20","12","18","156","83","0","29","0","29","13","12","0","29","0","29","0","29","4","9","5","9","43","57","24","35","20","29","38","30","9","14","0500000US01055","Etowah County, Alabama"
"0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0500000US01057","Fayette County, Alabama"
"325","314","18","34","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","18","34","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","18","34","0","26","0","26","0","26","307","311","184","159","0","26","0","26","0","26","0","26","0","26","0","26","27","39","79","87","17","39","59","68","2","9","0","26","0","26","123","166","0","26","0","26","0","26","46","62","0","26","27","49","0","26","0","26","27","55","20","29","3","7","0","26","0","26","0500000US01059","Franklin County, Alabama"
"312","59","38","33","38","33","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","38","33","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","274","54","144","43","16","18","0","23","0","23","0","23","0","23","0","23","45","19","12","14","10","14","5","8","13","18","11","12","32","27","130","39","0","23","0","23","0","23","16","17","0","23","0","23","22","11","19","15","2","4","21","17","0","23","50","28","0","23","0500000US01061","Geneva County, Alabama"
"38","64","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","38","64","13","22","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","13","22","0","17","0","17","25","43","0","17","0","17","0","17","0","17","25","43","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0500000US01063","Greene County, Alabama"
"0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0500000US01065","Hale County, Alabama"
"34","34","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","34","34","30","34","0","19","0","19","0","19","0","19","0","19","0","19","0","19","12","11","18","32","0","19","0","19","0","19","0","19","4","7","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","4","7","0","19","0","19","0","19","0500000US01067","Henry County, Alabama"
"290","61","69","48","28","16","1","2","0","29","11","8","3","5","0","29","8","5","0","29","0","29","3","7","0","29","1","3","1","3","0","29","41","44","10","17","0","29","5","4","0","29","0","29","0","29","16","26","0","29","2","5","1","2","7","12","0","29","0","29","221","51","67","29","0","29","0","29","9","13","0","29","0","29","0","29","6","9","2","3","19","20","8","9","23","15","0","29","0","29","154","38","0","29","0","29","0","29","3","4","2","4","4","6","0","29","22","20","20","15","7","8","28","20","11","12","57","18","0500000US01069","Houston County, Alabama"
"559","218","135","72","55","47","0","29","0","29","0","29","1","2","0","29","0","29","0","29","22","33","4","6","0","29","23","21","5","7","0","29","80","55","0","29","0","29","0","29","0","29","0","29","0","29","27","41","0","29","10","11","43","39","0","29","0","29","0","29","424","201","189","119","6","8","0","29","13","13","8","9","0","29","0","29","11","16","45","65","7","13","32","34","34","24","25","23","8","11","235","102","0","29","0","29","9","13","3","4","0","29","6","10","0","29","16","20","55","40","32","38","45","35","58","36","11","18","0500000US01071","Jackson County, Alabama"
"1097","308","362","199","177","118","39","47","18","28","0","29","0","29","0","29","0","29","23","27","35","37","11","19","35","41","12","19","4","18","0","29","185","109","0","29","29","40","0","29","0","29","0","29","18","29","27","34","43","40","40","50","0","29","12","19","16","28","0","29","735","234","456","173","0","29","0","29","0","29","51","74","0","29","0","29","47","46","57","57","123","84","50","55","54","35","60","42","14","20","279","108","0","29","0","29","6","11","3","7","0","29","0","29","10","17","42","53","0","29","74","39","33","22","61","57","50","38","0500000US01073","Jefferson County, Alabama"
"12","16","9","15","9","15","9","15","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","3","5","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","3","5","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","3","5","0","19","0","19","0500000US01075","Lamar County, Alabama"
"328","169","195","152","32","38","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","9","9","0","29","23","36","0","29","0","29","163","136","0","29","0","29","0","29","136","126","0","29","0","29","0","29","0","29","0","29","0","29","21","34","6","11","0","29","133","126","88","99","0","29","0","29","0","29","0","29","0","29","0","29","0","29","77","96","0","29","0","29","0","29","7","14","4","7","45","64","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","43","64","2","4","0","29","0","29","0","29","0500000US01077","Lauderdale County, Alabama"
"1961","307","21","24","8","14","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","8","14","0","26","13","21","0","26","0","26","0","26","0","26","0","26","0","26","13","21","0","26","0","26","0","26","0","26","0","26","0","26","1940","315","833","214","0","26","0","26","49","47","30","33","15","24","33","54","0","26","272","116","188","97","70","76","118","76","43","47","15","23","1107","190","48","57","33","46","99","68","5","10","0","26","0","26","79","89","191","89","149","74","112","75","251","99","129","82","11","15","0500000US01079","Lawrence County, Alabama"
"338","147","63","53","8","13","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","2","4","0","29","0","29","0","29","6","12","55","46","0","29","0","29","0","29","0","29","0","29","0","29","21","27","0","29","0","29","0","29","34","35","0","29","0","29","275","155","203","120","0","29","0","29","0","29","0","29","0","29","0","29","130","95","21","30","0","29","0","29","0","29","0","29","52","49","72","50","0","29","0","29","0","29","0","29","0","29","0","29","0","29","7","13","21","26","0","29","13","19","31","37","0","29","0500000US01081","Lee County, Alabama"
"892","271","84","54","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","84","54","0","29","0","29","0","29","0","29","53","45","0","29","0","29","0","29","0","29","0","29","14","20","0","29","17","19","808","275","416","160","0","29","0","29","0","29","2","4","0","29","0","29","0","29","133","124","115","85","34","39","32","35","14","17","86","48","392","159","4","8","0","29","58","39","60","68","0","29","0","29","111","103","37","41","16","23","7","11","72","53","9","15","18","35","0500000US01083","Limestone County, Alabama"
"12","22","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","12","22","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","12","22","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","12","22","0","17","0","17","0","17","0500000US01085","Lowndes County, Alabama"
"15","16","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","15","16","9","11","0","19","0","19","0","19","0","19","0","19","0","19","0","19","7","10","0","19","0","19","0","19","1","3","1","3","6","11","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","6","11","0","19","0500000US01087","Macon County, Alabama"
"2057","317","168","106","72","61","0","29","0","29","0","29","5","7","0","29","10","19","0","29","20","27","0","29","31","49","6","10","0","29","0","29","96","70","0","29","0","29","0","29","0","29","0","29","0","29","0","29","33","50","16","22","23","21","13","21","0","29","11","25","1889","323","797","196","24","18","0","29","28","21","47","38","0","29","22","25","41","39","75","58","171","80","95","63","186","88","91","64","17","21","1092","188","85","34","21","34","48","37","5","9","0","29","65","57","76","64","121","57","134","73","194","57","236","79","75","37","32","29","0500000US01089","Madison County, Alabama"
"13","21","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","13","21","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","13","21","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","13","21","0","19","0","19","0500000US01091","Marengo County, Alabama"
"136","46","15","19","9","14","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","1","3","8","14","0","23","0","23","0","23","6","11","0","23","0","23","0","23","0","23","1","2","0","23","0","23","0","23","1","2","0","23","4","10","0","23","0","23","121","52","53","31","0","23","0","23","8","7","0","23","0","23","0","23","0","23","19","16","9","15","0","23","17","16","0","23","0","23","68","29","0","23","7","6","13","8","0","23","0","23","0","23","0","23","31","19","1","3","1","2","6","9","0","23","9","13","0500000US01093","Marion County, Alabama"
"371","149","116","69","22","24","0","29","0","29","0","29","0","29","0","29","0","29","1","2","4","5","12","20","0","29","5","8","0","29","0","29","94","53","0","29","0","29","0","29","0","29","0","29","0","29","11","15","2","3","17","27","0","29","64","36","0","29","0","29","255","128","113","74","0","29","0","29","1","2","0","29","0","29","0","29","2","5","3","5","13","24","22","27","9","15","0","29","63","64","142","78","0","29","0","29","2","4","0","29","0","29","0","29","10","14","1","3","1","3","9","8","4","6","110","74","5","9","0500000US01095","Marshall County, Alabama"
"2694","389","283","145","122","77","0","29","17","27","0","29","0","29","0","29","16","23","23","32","10","17","0","29","19","24","37","34","0","29","0","29","161","122","4","7","0","29","0","29","0","29","0","29","0","29","12","20","0","29","86","115","43","35","14","25","2","4","0","29","2411","384","1197","218","15","25","11","19","50","64","62","67","57","38","56","44","60","62","332","132","68","78","158","97","119","65","209","63","0","29","1214","244","89","68","19","29","89","82","30","66","27","40","16","27","177","97","191","141","11","19","155","77","206","72","144","109","60","51","0500000US01097","Mobile County, Alabama"
"286","55","53","63","26","31","0","23","0","23","0","23","0","23","0","23","0","23","3","6","0","23","0","23","0","23","0","23","23","31","0","23","27","32","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","27","32","0","23","0","23","233","73","107","64","0","23","0","23","3","4","6","6","4","6","0","23","0","23","34","38","0","23","1","3","50","57","8","16","1","2","126","74","0","23","0","23","0","23","0","23","0","23","0","23","27","34","0","23","59","52","0","23","0","23","40","52","0","23","0500000US01099","Monroe County, Alabama"
"472","157","99","93","51","59","24","38","0","29","0","29","0","29","0","29","0","29","11","17","11","19","5","8","0","29","0","29","0","29","0","29","48","47","19","32","0","29","0","29","0","29","0","29","0","29","19","22","0","29","0","29","10","13","0","29","0","29","0","29","373","131","176","69","11","16","0","29","0","29","5","9","0","29","0","29","20","18","1","3","10","16","67","37","46","47","16","23","0","29","197","87","0","29","9","14","14","16","0","29","22","30","0","29","38","32","10","16","27","22","20","26","30","37","0","29","27","27","0500000US01101","Montgomery County, Alabama"
"506","225","56","61","51","61","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","51","61","0","29","0","29","5","9","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","5","9","0","29","0","29","450","211","268","119","7","12","0","29","31","40","0","29","0","29","0","29","1","2","89","83","41","48","48","54","5","9","46","42","0","29","182","111","3","7","0","29","0","29","31","44","0","29","0","29","0","29","0","29","61","48","65","59","0","29","17","24","5","7","0500000US01103","Morgan County, Alabama"
"0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0500000US01105","Perry County, Alabama"
"1","2","1","2","1","2","0","23","0","23","1","2","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0500000US01107","Pickens County, Alabama"
